sep=,
63,muroDonnafugataPietre,284,496,2.459,0.021,0.295,1.921,-0.339,-3.656,0.483,0.137,0.311,0.022,-0.486,0.031,0.525,0.466,0.519,79.565,90.459,28.165,0.314,0.097,0.944,-0.444,0.894,0.056,-0.839,-0.437,0.324,0.403,0.668,0.431,0.409,0.678,0.365,0.449,0.452,0.584,0.64,0.391,0.498,0.425,0.664,0.364,0.42,0.624,0.463,0.624,0.329,0.54,0.517,0.252,0.667,pebble
64,muroDonnafugataPietre,24,24,0.202,0.004,0.661,0.913,-0.216,-3.53,0.32,0.099,0.112,0.096,-0.753,-0.243,0.311,0.312,0.413,2.852,2.766,0.379,0.25,0.034,0.968,0.001,0.999,-0.036,-0.968,0.009,0.25,0.246,0.629,0.548,0.199,0.934,0.193,0.329,0.126,0.936,0.0,0.0,0.0,0.365,0.663,0.485,0.239,0.951,0.082,0.0,0.0,0.0,0.0,0.0,0.0,sand
65,muroDonnafugataPietre,45,63,0.283,0.005,0.252,1.061,-0.377,-3.91,0.18,0.17,0.16,0.03,-0.43,0.111,0.482,0.544,0.524,3.45,2.584,1.797,0.657,-0.301,-0.691,0.184,0.953,-0.241,0.731,0.031,0.681,0.448,0.673,0.42,0.314,0.68,0.434,0.543,0.678,0.349,0.583,0.477,0.562,0.482,0.626,0.443,0.34,0.701,0.459,0.265,0.162,0.947,0.576,0.452,0.591,sand
66,muroDonnafugataPietre,77,129,0.606,0.006,0.293,1.721,-0.282,-2.704,0.155,0.116,0.347,-0.118,-0.434,0.142,0.536,0.449,0.538,10.688,10.87,2.714,0.955,-0.291,-0.059,0.297,0.945,0.136,0.016,-0.148,0.989,0.486,0.686,0.295,0.519,0.576,0.432,0.374,0.356,0.738,0.638,0.29,0.523,0.361,0.656,0.46,0.287,0.63,0.629,0.643,0.362,0.551,0.587,0.23,0.667,sand
67,muroDonnafugataPietre,122,180,2.34,0.025,0.518,2.875,-0.401,-2.505,0.686,0.086,0.422,0.045,-0.739,-0.131,0.363,0.356,0.42,69.388,69.793,20.867,0.198,0.125,0.972,-0.603,0.797,0.02,-0.773,-0.591,0.233,0.205,0.788,0.368,0.393,0.618,0.41,0.233,0.413,0.804,0.0,0.0,0.0,0.179,0.841,0.25,0.367,0.749,0.348,0.294,0.174,0.921,0.726,0.314,0.43,pebble
68,muroDonnafugataPietre,56,77,0.749,0.008,0.484,3.316,-0.275,-3.319,0.366,0.115,0.194,-0.023,-0.665,-0.13,0.475,0.276,0.489,9.015,9.238,2.405,0.257,0.069,0.964,-0.496,0.866,0.07,-0.83,-0.496,0.257,0.475,0.657,0.408,0.5,0.677,0.345,0.0,0.0,0.0,0.0,0.0,0.0,0.332,0.632,0.604,0.336,0.806,0.349,0.0,0.0,0.0,0.026,0.795,0.606,granule
69,muroDonnafugataPietre,191,323,1.702,0.017,0.252,3.758,-0.333,-3.838,0.437,0.162,0.243,-0.016,-0.382,0.074,0.416,0.483,0.665,44.581,48.248,12.553,0.345,0.046,0.937,-0.527,0.836,0.153,-0.777,-0.547,0.313,0.303,0.672,0.482,0.301,0.459,0.657,0.403,0.376,0.715,0.462,0.354,0.683,0.26,0.612,0.558,0.303,0.618,0.521,0.365,0.427,0.714,0.43,0.275,0.757,pebble
70,muroDonnafugataPietre,246,410,1.861,0.019,0.24,5.124,-0.474,-3.934,0.353,0.236,0.224,-0.078,-0.346,0.225,0.511,0.547,0.512,49.974,35.855,27.498,0.372,-0.661,-0.652,0.837,-0.066,0.544,-0.403,-0.748,0.528,0.435,0.664,0.363,0.385,0.656,0.441,0.624,0.34,0.508,0.471,0.414,0.604,0.432,0.656,0.381,0.406,0.583,0.528,0.647,0.398,0.387,0.43,0.432,0.66,pebble
71,muroDonnafugataPietre,334,586,3.786,0.028,0.444,5.09,-0.322,-2.644,0.555,0.084,0.604,-0.039,-0.736,-0.022,0.397,0.373,0.399,190.871,164.388,99.151,0.625,-0.703,0.341,0.756,0.653,-0.039,-0.195,0.282,0.939,0.275,0.792,0.348,0.331,0.809,0.276,0.571,0.442,0.438,0.473,0.406,0.611,0.288,0.825,0.289,0.3,0.831,0.29,0.482,0.426,0.578,0.504,0.456,0.554,pebble
72,muroDonnafugataPietre,26,32,0.278,0.002,0.49,4.18,-0.347,-2.163,0.188,0.066,0.193,0.157,-0.646,0.094,0.34,0.366,0.547,1.632,1.869,0.504,0.71,0.166,0.684,-0.347,0.928,0.135,-0.612,-0.333,0.717,0.042,0.986,0.149,0.28,0.651,0.633,0.0,0.0,0.0,0.261,0.317,0.912,0.269,0.753,0.36,0.483,0.639,0.542,0.194,0.556,0.808,0.0,0.0,0.0,sand
73,muroDonnafugataPietre,104,157,1.809,0.026,0.435,0.059,-0.434,-1.799,0.527,0.129,0.375,0.04,-0.661,-0.076,0.464,0.354,0.464,40.399,33.959,16.151,0.229,0.27,0.935,-0.8,0.6,0.023,-0.555,-0.753,0.353,0.322,0.739,0.355,0.334,0.709,0.412,0.27,0.264,0.734,0.87,0.083,0.486,0.386,0.681,0.346,0.327,0.788,0.314,0.609,0.126,0.616,0.298,0.287,0.91,granule
74,muroDonnafugataPietre,130,196,2.037,0.029,0.434,1.345,-0.446,-1.757,0.396,0.146,0.505,-0.079,-0.617,-0.069,0.5,0.396,0.449,37.33,53.548,21.704,0.966,0.182,-0.184,-0.212,0.964,-0.159,0.149,0.192,0.97,0.421,0.654,0.304,0.471,0.583,0.363,0.74,0.385,0.301,0.985,0.082,0.154,0.254,0.788,0.351,0.424,0.63,0.424,0.404,0.375,0.576,0.459,0.698,0.55,pebble
75,muroDonnafugataPietre,13,10,0.106,0.001,0.963,0.821,-0.419,-1.699,0.074,0.083,0.214,-0.149,-0.767,-0.326,0.275,0.283,0.356,0.688,0.716,0.107,0.994,-0.106,-0.029,0.093,0.952,-0.293,0.058,0.289,0.956,0.321,0.705,0.406,0.126,0.979,0.142,0.0,0.0,0.0,0.0,0.0,0.0,0.341,0.742,0.557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,silt
76,muroDonnafugataPietre,23,24,0.23,0.001,0.593,0.673,-0.55,-1.071,0.165,0.029,0.167,0.002,-0.738,-0.021,0.435,0.415,0.305,0.889,1.239,0.45,0.729,0.178,-0.661,-0.269,0.962,-0.037,0.63,0.205,0.749,0.408,0.809,0.082,0.665,0.605,0.439,0.728,0.179,0.56,0.0,0.0,0.0,0.201,0.945,0.184,0.299,0.895,0.267,0.0,0.0,0.0,0.617,0.456,0.642,sand
77,muroDonnafugataPietre,50,61,0.448,0.007,0.398,2.396,-0.259,-0.971,0.24,0.163,0.174,-0.145,-0.507,0.054,0.535,0.335,0.566,4.675,4.376,2.41,0.505,-0.058,-0.861,0.227,0.971,0.068,0.833,-0.23,0.504,0.496,0.578,0.45,0.469,0.501,0.427,0.0,0.0,0.0,0.847,0.326,0.421,0.31,0.541,0.595,0.412,0.573,0.497,0.897,0.341,0.182,0.0,0.0,0.0,sand
78,muroDonnafugataPietre,63,100,0.594,0.004,0.302,3.207,-0.188,-0.959,0.281,0.104,0.145,-0.043,-0.428,-0.251,0.474,0.466,0.557,6.334,5.639,2.016,0.117,0.095,0.989,-0.604,0.797,-0.005,-0.788,-0.597,0.15,0.315,0.567,0.639,0.481,0.603,0.473,0.589,0.198,0.603,0.741,0.569,0.096,0.281,0.6,0.563,0.328,0.769,0.369,0.519,0.309,0.612,0.523,0.425,0.686,sand
79,muroDonnafugataPietre,91,126,1.503,0.033,0.373,2.654,-0.38,-1.467,0.51,0.194,0.331,0.101,-0.511,0.21,0.408,0.422,0.583,30.717,34.231,9.273,0.441,0.103,-0.892,0.031,0.991,0.13,0.897,-0.085,0.433,0.196,0.882,0.242,0.386,0.713,0.301,0.63,0.314,0.544,0.778,0.515,0.321,0.345,0.728,0.435,0.335,0.373,0.762,0.488,0.494,0.298,0.411,0.333,0.687,pebble
80,muroDonnafugataPietre,138,204,1.696,0.027,0.269,3.939,-0.284,-1.337,0.401,0.171,0.387,-0.013,-0.395,0.166,0.574,0.459,0.526,41.586,31.828,20.442,0.482,0.593,-0.645,-0.758,0.651,0.032,0.439,0.474,0.763,0.445,0.597,0.263,0.63,0.457,0.357,0.608,0.25,0.577,0.795,0.3,0.326,0.247,0.727,0.442,0.438,0.514,0.573,0.456,0.65,0.314,0.531,0.265,0.679,pebble
81,muroDonnafugataPietre,112,157,1.545,0.021,0.447,4.68,-0.19,-0.798,0.483,0.125,0.342,0.01,-0.65,-0.096,0.38,0.425,0.493,30.431,36.703,14.749,0.321,0.148,0.936,-0.398,0.917,-0.009,-0.86,-0.369,0.353,0.387,0.526,0.565,0.311,0.725,0.355,0.565,0.396,0.572,0.0,0.0,0.0,0.285,0.764,0.362,0.201,0.855,0.28,0.453,0.506,0.621,0.732,0.137,0.667,pebble
82,muroDonnafugataPietre,65,88,0.661,0.01,0.222,4.456,-0.23,-0.109,0.319,0.136,0.239,0.115,-0.394,0.077,0.481,0.446,0.629,10.145,10.548,2.303,0.572,0.099,0.814,-0.487,0.84,0.24,-0.66,-0.533,0.529,0.38,0.699,0.399,0.292,0.448,0.676,0.631,0.403,0.542,0.179,0.34,0.828,0.446,0.504,0.638,0.355,0.64,0.415,0.648,0.332,0.469,0.639,0.199,0.573,granule
83,muroDonnafugataPietre,84,115,0.694,0.007,0.459,5.646,-0.261,-0.201,0.248,0.101,0.278,0.008,-0.611,-0.153,0.553,0.356,0.413,11.032,9.409,4.563,0.612,-0.586,-0.531,0.64,0.761,-0.104,0.465,-0.277,0.841,0.363,0.771,0.32,0.487,0.596,0.431,0.657,0.158,0.449,0.765,0.154,0.622,0.515,0.641,0.361,0.428,0.661,0.333,0.694,0.161,0.671,0.976,0.145,0.09,granule
84,muroDonnafugataPietre,80,101,0.782,0.011,0.615,5.539,-0.322,-1.173,0.318,0.104,0.318,-0.221,-0.784,0.076,0.309,0.288,0.39,16.306,9.969,7.871,0.395,-0.769,0.503,0.886,0.463,0.012,-0.242,0.441,0.864,0.279,0.891,0.177,0.315,0.724,0.394,0.924,0.263,0.278,0.985,0.136,0.105,0.219,0.809,0.309,0.07,0.902,0.304,0.634,0.111,0.766,0.0,0.0,0.0,granule
1,muroDonnafugataPietre,536,926,5.714,0.136,0.348,-5.514,1.018,3.355,0.77,0.417,0.423,-0.011,-0.347,0.097,0.631,0.449,0.521,430.762,399.231,183.939,0.275,0.278,0.92,-0.957,-0.01,0.289,0.09,-0.96,0.263,0.451,0.563,0.461,0.583,0.52,0.494,0.711,0.414,0.327,0.643,0.36,0.434,0.543,0.511,0.446,0.486,0.596,0.393,0.753,0.282,0.433,0.596,0.336,0.501,boulder
2,muroDonnafugataPietre,282,451,3.551,0.073,0.385,-3.969,0.885,3.046,0.551,0.221,0.603,-0.181,-0.481,0.167,0.548,0.382,0.511,170.719,178.412,54.412,0.709,-0.306,0.636,0.333,0.939,0.081,-0.622,0.154,0.768,0.607,0.453,0.456,0.518,0.568,0.458,0.635,0.341,0.439,0.551,0.224,0.696,0.492,0.546,0.487,0.363,0.707,0.413,0.744,0.342,0.35,0.207,0.43,0.698,cobble
3,muroDonnafugataPietre,329,569,5.54,0.137,0.355,-2.354,0.428,3.111,0.685,0.35,0.573,-0.31,-0.456,0.006,0.532,0.435,0.474,284.039,182.252,138.778,0.418,-0.512,0.751,0.895,0.376,-0.242,-0.158,0.773,0.615,0.605,0.513,0.41,0.465,0.612,0.376,0.789,0.269,0.374,0.791,0.261,0.393,0.378,0.637,0.397,0.375,0.722,0.367,0.599,0.425,0.491,0.47,0.487,0.541,cobble
4,muroDonnafugataPietre,396,618,6.873,0.275,0.421,1.595,0.4,2.983,0.87,0.44,0.718,-0.048,-0.402,0.15,0.61,0.418,0.516,488.021,504.166,168.89,0.595,-0.101,0.798,0.055,0.995,0.084,-0.802,-0.006,0.597,0.565,0.444,0.449,0.555,0.542,0.438,0.56,0.296,0.642,0.67,0.257,0.528,0.54,0.572,0.379,0.418,0.559,0.564,0.681,0.291,0.437,0.732,0.244,0.378,boulder
5,muroDonnafugataPietre,334,556,4.618,0.101,0.314,-0.003,0.544,3.006,0.558,0.295,0.615,0.092,-0.416,0.129,0.532,0.407,0.594,201.812,208.967,108.37,0.739,0.442,0.508,-0.598,0.777,0.195,-0.309,-0.448,0.839,0.433,0.58,0.527,0.366,0.571,0.566,0.643,0.24,0.539,0.497,0.301,0.636,0.595,0.421,0.501,0.421,0.595,0.526,0.662,0.308,0.454,0.443,0.313,0.692,pebble
6,muroDonnafugataPietre,321,523,4.273,0.159,0.394,3.515,0.605,2.781,0.496,0.416,0.77,-0.062,-0.467,0.177,0.519,0.415,0.552,281.787,283.337,83.698,0.896,-0.19,0.402,0.075,0.956,0.284,-0.438,-0.224,0.871,0.444,0.653,0.42,0.453,0.542,0.544,0.547,0.231,0.607,0.488,0.325,0.653,0.416,0.625,0.476,0.466,0.609,0.502,0.668,0.444,0.339,0.333,0.346,0.685,cobble
7,muroDonnafugataPietre,268,434,3.984,0.119,0.412,5.074,0.31,3.207,0.481,0.399,0.619,-0.035,-0.49,0.159,0.549,0.376,0.539,170.511,169.542,75.125,0.835,-0.47,0.285,0.333,0.845,0.418,-0.438,-0.254,0.863,0.342,0.577,0.504,0.559,0.538,0.411,0.502,0.864,0.04,0.451,0.461,0.607,0.483,0.569,0.462,0.405,0.591,0.55,0.571,0.312,0.636,0.445,0.474,0.632,pebble
8,muroDonnafugataPietre,311,518,5.639,0.127,0.506,-5.387,0.191,1.247,0.82,0.194,0.795,-0.011,-0.565,0.235,0.362,0.442,0.546,324.758,399.782,110.334,0.675,-0.155,0.721,0.165,0.985,0.057,-0.719,0.08,0.69,0.247,0.786,0.331,0.24,0.627,0.545,0.464,0.313,0.667,0.475,0.38,0.597,0.267,0.805,0.303,0.249,0.573,0.58,0.576,0.56,0.434,0.431,0.357,0.633,cobble
9,muroDonnafugataPietre,174,253,3.775,0.099,0.462,-2.564,-0.007,1.366,0.611,0.243,0.665,-0.1,-0.574,0.272,0.378,0.443,0.498,123.477,111.316,69.732,0.685,-0.693,0.226,0.664,0.721,0.2,-0.301,0.013,0.953,0.319,0.725,0.324,0.26,0.706,0.418,0.52,0.325,0.698,0.319,0.237,0.848,0.417,0.586,0.384,0.201,0.631,0.505,0.688,0.468,0.456,0.457,0.317,0.669,cobble
10,muroDonnafugataPietre,265,398,3.087,0.093,0.31,-0.419,0.272,1.75,0.532,0.483,0.36,0.191,-0.319,-0.011,0.539,0.494,0.573,142.64,140.172,59.544,0.672,0.173,0.72,-0.74,0.206,0.641,-0.037,-0.963,0.266,0.41,0.539,0.498,0.419,0.616,0.454,0.518,0.556,0.435,0.44,0.375,0.665,0.399,0.443,0.576,0.427,0.597,0.439,0.775,0.357,0.307,0.661,0.304,0.451,pebble
11,muroDonnafugataPietre,92,133,1.027,0.022,0.252,0.773,0.145,1.311,0.227,0.388,0.248,-0.15,-0.309,0.133,0.574,0.521,0.513,20.825,19.661,7.985,0.924,-0.36,-0.131,0.264,0.349,0.899,-0.278,-0.865,0.417,0.548,0.666,0.352,0.532,0.557,0.318,0.624,0.495,0.417,0.48,0.369,0.638,0.364,0.629,0.562,0.471,0.565,0.508,0.555,0.537,0.377,0.616,0.285,0.598,granule
12,muroDonnafugataPietre,113,144,1.406,0.032,0.284,1.857,-0.254,1.585,0.395,0.285,0.284,-0.049,-0.448,0.256,0.412,0.429,0.615,25.103,30.388,16.471,0.639,0.026,-0.768,0.426,0.82,0.382,0.64,-0.571,0.513,0.473,0.517,0.459,0.301,0.639,0.492,0.22,0.726,0.651,0.241,0.207,0.894,0.324,0.579,0.581,0.268,0.553,0.628,0.0,0.0,0.0,0.319,0.349,0.777,granule
13,muroDonnafugataPietre,320,448,4.081,0.128,0.275,3.784,-0.142,1.503,0.62,0.512,0.404,0.082,-0.296,0.202,0.424,0.528,0.637,208.326,159.895,150.023,0.565,0.615,-0.549,-0.342,0.781,0.523,0.751,-0.107,0.652,0.352,0.536,0.559,0.246,0.603,0.545,0.516,0.3,0.675,0.204,0.342,0.813,0.293,0.684,0.434,0.344,0.477,0.626,0.557,0.55,0.371,0.419,0.357,0.666,cobble
14,muroDonnafugataPietre,181,278,3.91,0.055,0.484,2.978,-0.421,0.215,0.625,0.125,0.703,0.007,-0.628,-0.059,0.371,0.432,0.526,95.569,157.811,72.858,0.975,-0.187,-0.116,0.194,0.98,0.052,0.104,-0.074,0.992,0.334,0.552,0.549,0.175,0.824,0.295,0.315,0.373,0.691,0.286,0.355,0.691,0.303,0.656,0.433,0.205,0.852,0.249,0.663,0.2,0.605,0.228,0.405,0.778,cobble
15,muroDonnafugataPietre,126,181,1.462,0.042,0.255,5.407,0.09,1.272,0.295,0.471,0.3,-0.259,-0.363,0.181,0.491,0.427,0.587,44.28,44.162,12.013,0.911,0.172,-0.374,0.234,0.529,0.815,0.338,-0.831,0.442,0.395,0.471,0.581,0.498,0.523,0.4,0.573,0.175,0.735,0.628,0.203,0.611,0.396,0.587,0.416,0.258,0.59,0.644,0.407,0.375,0.748,0.392,0.315,0.763,pebble
16,muroDonnafugataPietre,122,168,1.484,0.026,0.391,5.081,-0.27,0.534,0.525,0.165,0.297,-0.013,-0.557,0.031,0.403,0.437,0.579,45.521,35.161,14.854,0.151,-0.233,0.961,0.961,0.261,-0.088,-0.23,0.937,0.263,0.296,0.611,0.484,0.265,0.725,0.383,0.284,0.238,0.907,0.492,0.225,0.813,0.422,0.474,0.575,0.254,0.728,0.435,0.338,0.346,0.694,0.612,0.416,0.398,cobble
17,muroDonnafugataPietre,144,217,2.258,0.038,0.347,1.553,-0.442,0.495,0.492,0.18,0.425,-0.018,-0.474,-0.057,0.516,0.446,0.554,56.551,48.587,25.793,0.435,-0.433,0.789,0.665,0.746,0.043,-0.607,0.506,0.613,0.34,0.545,0.557,0.387,0.637,0.419,0.337,0.294,0.736,0.745,0.3,0.382,0.518,0.56,0.459,0.335,0.689,0.374,0.441,0.404,0.661,0.316,0.603,0.685,pebble
18,muroDonnafugataPietre,151,208,1.912,0.051,0.27,-0.285,-0.13,1.015,0.4,0.375,0.342,-0.139,-0.339,0.192,0.525,0.45,0.591,47.996,53.351,24.636,0.795,-0.178,0.579,-0.251,0.774,0.582,-0.552,-0.608,0.571,0.593,0.408,0.484,0.41,0.456,0.609,0.888,0.117,0.35,0.425,0.311,0.637,0.372,0.539,0.616,0.386,0.641,0.447,0.654,0.434,0.313,0.56,0.418,0.541,pebble
19,muroDonnafugataPietre,108,178,1.137,0.013,0.165,-1.331,-0.144,0.925,0.31,0.166,0.253,0.067,-0.267,0.049,0.495,0.436,0.698,15.653,18.049,6.835,0.606,-0.032,0.794,-0.231,0.949,0.215,-0.761,-0.314,0.568,0.48,0.421,0.631,0.342,0.535,0.641,0.642,0.392,0.395,0.404,0.303,0.757,0.433,0.39,0.741,0.448,0.498,0.562,0.421,0.374,0.664,0.491,0.369,0.608,granule
20,muroDonnafugataPietre,94,129,1.68,0.022,0.473,1.138,-0.457,-0.483,0.64,0.108,0.324,-0.057,-0.682,-0.034,0.433,0.396,0.432,40.621,48.389,9.962,0.184,-0.001,-0.983,-0.003,1.0,-0.002,0.983,0.003,0.184,0.479,0.617,0.341,0.24,0.776,0.314,0.672,0.176,0.588,0.611,0.041,0.526,0.272,0.828,0.313,0.193,0.836,0.334,0.0,0.0,0.0,0.598,0.524,0.46,pebble
21,muroDonnafugataPietre,118,177,1.708,0.026,0.334,0.206,-0.38,0.264,0.439,0.19,0.309,0.048,-0.444,0.002,0.536,0.417,0.583,30.17,32.371,14.016,0.374,0.157,0.914,-0.598,0.794,0.109,-0.709,-0.587,0.391,0.374,0.496,0.564,0.346,0.542,0.565,0.657,0.484,0.25,0.904,0.413,0.112,0.261,0.692,0.514,0.538,0.452,0.436,0.811,0.36,0.198,0.648,0.226,0.561,pebble
